template_code	retro_template	template_hash	classification	library_occurence	conditions
53	[O;H0;D1;+0:7]=[C;H0;D3;+0:6]1-[N;H0;D3;+0:4]-[CH2;D2;+0:3]-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[NH;D2;+0:5]-1>>C-C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[CH2;D2;+0:3]-[NH;D2;+0:4].[N;H0;D1;+0:5]#[C;H0;D2;+0:6]-[OH;D1;+0:7]	020316c0e78db2da8f5405ec5a61a9207a78c670497a1f8c5cddc72da9e84b05	0.0 Unrecognized	15	1
54	[c;H0;D3;+0:4]-[c;H0;D3;+0:3]1:[cH;D2;+0:2]:[c;H0;D3;+0:1]:[n;H0;D2;+0:8]:[n;H0;D2;+0:7]:[c;H0;D3;+0:5]:1-[c;H0;D3;+0:6]>>O=[C;H0;D3;+0:1]-[CH2;D2;+0:2]-[CH;D3;+0:3](-[c;H0;D3;+0:4])-[C;H0;D3;+0:5](=O)-[c;H0;D3;+0:6].[NH2;D1;+0:7]-[NH2;D1;+0:8]	020d2d0dd7e67b615876c041b8b0fb6c028469a8eb39d64a8729937394e9368b	0.0 Unrecognized	3	1
55	[n;H0;D2;+0:7]:[c;H0;D3;+0:6](:[n;H0;D2;+0:8])-[n;H0;D3;+0:5]1:[cH;D2;+0:1]:[n;H0;D2;+0:3]:[n;H0;D2;+0:4]:[n;H0;D2;+0:2]:1>>C-C-O-[CH;D3;+0:1](-O-C-C)-O-C-C.C-[Si](-C)(-C)-[N;H0;D2;+0:2]=[N+;H0;D2:3]=[N-;H0;D1:4].[NH2;D1;+0:5]-[c;H0;D3;+0:6](:[n;H0;D2;+0:7]):[n;H0;D2;+0:8]	020d98c458c40ea7d626cbe1b8978dc37d909b6dc980c61d3b13f69357126a68	0.0 Unrecognized	8	1
56	[c;H0;D3;+0:1]1:[c;H0;D3;+0:2]:[cH;D2;+0:3]:[n;H0;D2;+0:4]:[nH;D2;+0:5]:1>>Cl-[c;H0;D3;+0:1]:[c;H0;D3;+0:2]-[CH;D2;+0:3]=O.[NH2;D1;+0:4]-[NH2;D1;+0:5]	021090eb9405690398a812994643199e71b629b200f0a7ed8e4a08904e8fcafb	0.0 Unrecognized	28	1
57	[CH2;D2;+0:1]1-[CH2;D2;+0:2]-[N;H0;D3;+0:3]-[c;H0;D3;+0:4]:[c;H0;D3;+0:5]-[O;H0;D2;+0:6]-1>>Br-[CH;D3;+0:1](-Br)-[CH3;D1;+0:2].[NH;D2;+0:3]-[c;H0;D3;+0:4]:[c;H0;D3;+0:5]-[OH;D1;+0:6]	021a6aa3c87e51982d2064244353b928883478d5b0bcd3584b5541240374d313	0.0 Unrecognized	10	1
58	[CH2;D2;+0:1]-[S;H0;D2;+0:9]-[c;H0;D3;+0:8]1:[n;H0;D2;+0:4]:[n;H0;D2;+0:3]:[c;H0;D3;+0:2](-[c;H0;D3;+0:5]:[o;H0;D2;+0:6]):[n;H0;D3;+0:7]:1>>Br-[CH2;D2;+0:1].O=[C;H0;D3;+0:2](-[NH;D2;+0:3]-[NH2;D1;+0:4])-[c;H0;D3;+0:5]:[o;H0;D2;+0:6].[N;H0;D2;+0:7]=[C;H0;D2;+0:8]=[S;H0;D1;+0:9]	02211fce2e2fc6b29e1924fe581e9a6f5b19da3cc839a5ec8d81d011eb36bbee	0.0 Unrecognized	5	1
59	[c;H0;D3;+0:1]1:[cH;D2;+0:2]:[c;H0;D3;+0:3]:[c;H0;D3;+0:4]:[o;H0;D2;+0:5]:1>>Br-[CH;D3;+0:1]-C(=O)-O-C.O=[CH;D2;+0:2]-[c;H0;D3;+0:3]:[c;H0;D3;+0:4]-[OH;D1;+0:5]	022f9bb809aed713c806cbcb9df8080deefe2139fe830064e4bd9eb6699d08b0	0.0 Unrecognized	11	1
60	[c;H0;D3;+0:4]1:[n;H0;D2;+0:3]:[cH;D2;+0:2]:[cH;D2;+0:1]:[n;H0;D3;+0:5]:1>>Br-[CH2;D2;+0:1]-[CH;D3;+0:2](-O-C-C)-O-C-C.[NH2;D1;+0:3]-[c;H0;D3;+0:4]:[n;H0;D2;+0:5]	02345fbe0853bd77bceea53b2f0ef101c6ebf4a9283741f7e1cf2d6502f65a24	0.0 Unrecognized	84	1
61	[OH;D1;+0:2]-[c;H0;D3;+0:1]1:[c;H0;D3;+0:3]:[c;H0;D3;+0:4]:[n;H0;D2;+0:5]:[c;H0;D3;+0:6](-[c;H0;D3;+0:8]):[n;H0;D2;+0:7]:1>>C-C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[CH;D3;+0:3]-[C;H0;D3;+0:4]=O.[NH2;D1;+0:5]-[C;H0;D3;+0:6](=[NH;D1;+0:7])-[c;H0;D3;+0:8]	023805fe4905987e9ec0be67e0e5ce2b82f8f7e0bf085c978ab4042b044fc06b	0.0 Unrecognized	20	1
62	[CH2;D1;+0:1]=[C;H0;D3;+0:2]-[n;H0;D3;+0:5]1:[c;H0;D3;+0:6]:[c;H0;D3;+0:7]:[nH;D2;+0:8]:[c;H0;D3;+0:3]:1=[O;H0;D1;+0:4]>>C-O-C(=O)-[CH2;D2;+0:1]-[C;H0;D3;+0:2]=O.[CH3;D1;+0:3]-[OH;D1;+0:4].[NH2;D1;+0:5]-[c;H0;D3;+0:6]:[c;H0;D3;+0:7]-[NH2;D1;+0:8]	0241c16044c86ff675d3aed47c43483594a511cc8b87812a5ed65f44d15082c1	0.0 Unrecognized	3	1
63	[n;H0;D2;+0:6]:[n;H0;D3;+0:5]1:[c;H0;D3;+0:1]:[n;H0;D2;+0:2]:[n;H0;D2;+0:3]:[c;H0;D3;+0:4]:1>>O=[C;H0;D3;+0:1]-[NH;D2;+0:2]-[NH;D2;+0:3]-[c;H0;D3;+0:4]:[n;H0;D2;+0:5]:[n;H0;D2;+0:6]	0243530cf2c1a4b6090b2ee73507ab0f6babc8bd42dd71421c380d7fa62acac3	0.0 Unrecognized	127	1
64	[C;H0;D3;+0:5]1=[CH;D2;+0:6]-[C;H0;D3;+0:1]=[CH;D2;+0:2]-[P;H0;D4;+0:3]-[O;H0;D2;+0:4]-1>>[C;H0;D2;+0:1]#[C;H0;D2;+0:2]-[P;H0;D4;+0:3]-[OH;D1;+0:4].[C;H0;D2;+0:5]#[CH;D1;+0:6]	02561c8e75188209641fbdd76cf3ee436ece8643e609daba056a8fb14080d493	0.0 Unrecognized	30	1
65	[c;H0;D3;+0:4]1:[c;H0;D3;+0:3]:[n;H0;D3;+0:2]:[c;H0;D3;+0:1]:[n;H0;D2;+0:5]:1>>O=[C;H0;D3;+0:1]-[N;H0;D3;+0:2]-[c;H0;D3;+0:3]:[c;H0;D3;+0:4]-[NH2;D1;+0:5]	02569a343516731efd6a1bc4b138d40fdf21110a48d0f25a35b9634cf7808374	0.0 Unrecognized	24	1
66	[c;H0;D3;+0:1]1:[n;H0;D2;+0:5]:[n;H0;D2;+0:4]:[c;H0;D3;+0:3]:[n;H0;D3;+0:2]:1>>O=[C;H0;D3;+0:1]-[NH;D2;+0:2].O=[C;H0;D3;+0:3]-[NH;D2;+0:4]-[NH2;D1;+0:5]	025a6d76cbe3cb76d7274d71f110711535e3ef4dc3a3b35a01f87c143790437a	0.0 Unrecognized	13	1
67	[Br;H0;D1;+0:2]-[C;H0;D4;+0:1]1(-[Br;H0;D1;+0:3])-[C;H0;D4;+0:4]-[CH2;D2;+0:5]-1>>Br-[CH;D3;+0:1](-[Br;H0;D1;+0:2])-[Br;H0;D1;+0:3].[C;H0;D3;+0:4]=[CH2;D1;+0:5]	025a92e5d195f185e78c36e584a3c24ecec38ea350afcf179db30d669d991af1	0.0 Unrecognized	14	1
68	[CH2;D2;+0:4]1-[CH2;D2;+0:5]-[N;H0;D3;+0:6]-[CH2;D2;+0:1]-[CH2;D2;+0:2]-[CH;D3;+0:3]-1>>Br-[CH2;D2;+0:1]-[CH2;D2;+0:2]-[CH;D3;+0:3]-[CH2;D2;+0:4]-[CH2;D2;+0:5]-Br.[NH2;D1;+0:6]	025f530408f4644f5911873942f3170769e4fa3df5ad228652f3976dca80527c	0.0 Unrecognized	9	1
69	[c;H0;D3;+0:1]1:[n;H0;D2;+0:5]:[c;H0;D3;+0:4]:[c;H0;D3;+0:3]:[o;H0;D2;+0:2]:1>>O=[C;H0;D3;+0:1]-[O;H0;D2;+0:2]-[CH;D3;+0:3]-[C;H0;D3;+0:4]=O.[NH3;D0;+0:5]	0271d6571a2bbbe14a571f41c5ca869bba3c90d3b9197b6a8ddb24cb101fa82e	0.0 Unrecognized	13	1
70	[c;H0;D3;+0:3]-[c;H0;D3;+0:2]1:[cH;D2;+0:1]:[c;H0;D3;+0:6]:[c;H0;D3;+0:5]:[o;H0;D2;+0:4]:1>>Br-[CH2;D2;+0:1]-[C;H0;D3;+0:2](=O)-[c;H0;D3;+0:3].[OH;D1;+0:4]-[c;H0;D3;+0:5]:[cH;D2;+0:6]	0275e2649aeac1dcaab1aec45f037ce8c936694a75eb117fbf9f7ed60bac0ace	0.0 Unrecognized	5	1
71	[NH;D2;+0:7]-[N;H0;D3;+0:6]1-[CH2;D2;+0:1]-[CH2;D2;+0:2]-[c;H0;D3;+0:3]:[c;H0;D3;+0:4]-[CH2;D2;+0:5]-1>>Br-[CH2;D2;+0:1]-[CH2;D2;+0:2]-[c;H0;D3;+0:3]:[c;H0;D3;+0:4]-[CH2;D2;+0:5]-Br.[NH2;D1;+0:6]-[NH;D2;+0:7]	028166e6100995bd886ad4a1a9bcfd54a3d2ecf41f13a7e2424aca76c3b9e0f1	0.0 Unrecognized	3	1
72	[NH2;D1;+0:4]-[C;H0;D3;+0:3]1=[N;H0;D2;+0:5]-[N;H0;D3;+0:6]-[CH;D3;+0:1]-[CH2;D2;+0:2]-1>>[CH;D2;+0:1]=[CH;D2;+0:2]-[C;H0;D2;+0:3]#[N;H0;D1;+0:4].[NH2;D1;+0:5]-[NH;D2;+0:6]	0287c597fdda3add53d55a12999b5df456c5285a62f7bd7965f566b45717e0de	0.0 Unrecognized	24	1
73	[N;H0;D3;+0:2]-[c;H0;D3;+0:1]1:[n;H0;D2;+0:3]:[cH;D2;+0:4]:[c;H0;D3;+0:5]:[n;H0;D3;+0:6]:1>>O=[C;H0;D3;+0:1](-[N;H0;D3;+0:2])-[NH;D2;+0:3]-[CH2;D2;+0:4]-[c;H0;D3;+0:5]:[n;H0;D2;+0:6]	029e6478d558ebe65e33c16370f61e3fb04fcc057d2a0dd7fef9761e2e7b36c2	0.0 Unrecognized	13	1
74	[c;H0;D3;+0:5]1:[c;H0;D3;+0:4]:[n;H0;D3;+0:3]:[c;H0;D3;+0:2]:[c;H0;D3;+0:1]:1>>Cl-[c;H0;D3;+0:1]:[c;H0;D3;+0:2]-[NH;D2;+0:3].O=[C;H0;D3;+0:4]-[CH2;D2;+0:5]	02a1caf9f736b5c9fb63dfdc082acdf8d822c72e38a5d724400cea2213d86d28	0.0 Unrecognized	6	1
75	[NH2;D1;+0:4]-[c;H0;D3;+0:3]1:[c;H0;D3;+0:2]:[c;H0;D3;+0:1]:[c;H0;D3;+0:5]:[c;H0;D3;+0:6]:[n;H0;D2;+0:7]:1>>Br-[c;H0;D3;+0:1]:[c;H0;D3;+0:2]-[C;H0;D2;+0:3]#[N;H0;D1;+0:4].O-B(-O)-[c;H0;D3;+0:5]:[c;H0;D3;+0:6]-[NH2;D1;+0:7]	02a63476cccee13fa5845e3156bd51357bb909ceb3cb1c9b3bc217c6c2e26f36	0.0 Unrecognized	49	1
76	[OH;D1;+0:3]-[c;H0;D3;+0:2]1:[c;H0;D3;+0:4]:[n;H0;D2;+0:5]:[n;H0;D3;+0:6]:[cH;D2;+0:1]:1>>O=[CH;D2;+0:1]-[CH;D2;+0:2]=[O;H0;D1;+0:3].[CH;D2;+0:4]=[N;H0;D2;+0:5]-[NH;D2;+0:6]	02b0999d0b9603f37befa33087d1c1d85ad0ab02e5331a48e256c64794229960	0.0 Unrecognized	13	1
77	[c;H0;D3;+0:6]-[n;H0;D3;+0:5]1:[c;H0;D3;+0:1]:[c;H0;D3;+0:2]:[c;H0;D3;+0:3]:[n;H0;D2;+0:4]:1>>C-O-[C;H0;D3;+0:1]=[C;H0;D3;+0:2]-[C;H0;D3;+0:3]=O.[NH2;D1;+0:4]-[NH;D2;+0:5]-[c;H0;D3;+0:6]	02b1ac4d2e7575df237cee2ce4dc1e6a64b8241d035af8f6c4a4126ee248035e	0.0 Unrecognized	5	1
78	[C;H0;D3;+0:2]1=[C;H0;D3;+0:1]-[NH;D2;+0:6]-[C;H0;D3;+0:3]=[CH;D2;+0:4]-[CH;D3;+0:5]-1>>O=[C;H0;D3;+0:1]-[CH2;D2;+0:2].O=[C;H0;D3;+0:3]-[CH;D2;+0:4]=[CH;D2;+0:5].[NH3;D0;+0:6]	02be6213bc13b9824a3af65f1730b5019b2dedfe551a7f5368f8ede1de9f7565	0.0 Unrecognized	19	1
79	[c;H0;D3;+0:7]-[c;H0;D3;+0:5]1:[n;H0;D2;+0:4]:[c;H0;D3;+0:3]:[c;H0;D3;+0:1](:[n;H0;D2;+0:2]):[o;H0;D2;+0:6]:1>>O-[c;H0;D3;+0:1](:[n;H0;D2;+0:2]):[c;H0;D3;+0:3]-[NH;D2;+0:4]-[C;H0;D3;+0:5](=[O;H0;D1;+0:6])-[c;H0;D3;+0:7]	02c8049c54aab034c1f04d8148b0bdde09a232a9bc59df918e12942979162aef	0.0 Unrecognized	11	1
80	[S;H0;D1;+0:2]=[C;H0;D3;+0:1]1-[N;H0;D3;+0:6]-[CH2;D2;+0:5]-[CH2;D2;+0:4]-[NH;D2;+0:3]-1>>S=[C;H0;D2;+0:1]=[S;H0;D1;+0:2].[NH2;D1;+0:3]-[CH2;D2;+0:4]-[CH2;D2;+0:5]-[NH;D2;+0:6]	02cecd929eb81026f2b31f4805fe3f346222caf779a7de6a68dfbe0955f2d28c	0.0 Unrecognized	5	1
81	[c;H0;D3;+0:6]-[c;H0;D3;+0:5]1:[n;H0;D2;+0:7]:[o;H0;D2;+0:8]:[c;H0;D3;+0:1](-[c;H0;D3;+0:2]:[s;H0;D2;+0:3]):[n;H0;D2;+0:4]:1>>O-[C;H0;D3;+0:1](=O)-[c;H0;D3;+0:2]:[s;H0;D2;+0:3].[NH;D1;+0:4]=[C;H0;D3;+0:5](-[c;H0;D3;+0:6])-[NH;D2;+0:7]-[OH;D1;+0:8]	02d0c8e6157b92677fb92b9bfacb5c641d21321ab4256228d7dc3735a76cbed4	0.0 Unrecognized	50	1
82	[c;H0;D3;+0:6]1:[c;H0;D3;+0:5]:[n;H0;D2;+0:4]:[cH;D2;+0:3]:[cH;D2;+0:2]:[cH;D2;+0:1]:1>>O-[CH2;D2;+0:1]-[CH;D3;+0:2](-O)-[CH2;D2;+0:3]-O.[NH2;D1;+0:4]-[c;H0;D3;+0:5]:[cH;D2;+0:6]	02d2ccc30af7985c8c1b40fb7fa98897cfadb5eeeceb36a4eae336ba13145cbf	0.0 Unrecognized	27	1
83	[O;H0;D1;+0:2]=[c;H0;D3;+0:1]1:[n;H0;D3;+0:6]:[c;H0;D3;+0:5]:[c;H0;D3;+0:4]:[nH;D2;+0:3]:1>>C-C-O-[C;H0;D3;+0:1](-C)=[O;H0;D1;+0:2].[NH2;D1;+0:3]-[c;H0;D3;+0:4]:[c;H0;D3;+0:5]-[NH;D2;+0:6]	02da5afe50a7d73042e3d34bece3720efb6182e85687961dcd6fc4c1debe4c8d	0.0 Unrecognized	5	1
84	[C;H0;D3;+0:1]1=[N;H0;D2;+0:7]-[CH2;D2;+0:6]-[c;H0;D3;+0:5]:[c;H0;D3;+0:4]-[c;H0;D3;+0:3]:[c;H0;D3;+0:2]-1>>O=[C;H0;D3;+0:1]-[c;H0;D3;+0:2]:[c;H0;D3;+0:3]-[c;H0;D3;+0:4]:[c;H0;D3;+0:5]-[C;H0;D2;+0:6]#[N;H0;D1;+0:7]	02eb5f8e1ac94b7b91bbd08082beb38f99fe6fa8034eb7f6bb9f89a11843e830	0.0 Unrecognized	28	1
85	[c;H0;D3;+0:4]1:[c;H0;D3;+0:3]:[n;H0;D3;+0:2]:[cH;D2;+0:1]:[n;H0;D2;+0:5]:1>>O=[CH;D2;+0:1]-[N;H0;D3;+0:2]-[c;H0;D3;+0:3]:[c;H0;D3;+0:4]-[N+;H0;D3:5](=O)-[O-]	02ebc18ab1fe054bbbb6b2a3f5980e69dd6ed2cbab5d80d2a4507a23d92d7a52	0.0 Unrecognized	13	1
86	[NH;D2;+0:2]-[c;H0;D3;+0:1]1:[c;H0;D3;+0:3]:[cH;D2;+0:4]:[n;H0;D2;+0:5]:[c;H0;D3;+0:6]:[c;H0;D3;+0:7]:1>>O=[C;H0;D3;+0:1](-[NH;D2;+0:2])-[C;H0;D3;+0:3]=[CH;D2;+0:4]-[NH;D2;+0:5]-[c;H0;D3;+0:6]:[cH;D2;+0:7]	02f76600ae4bb45ee5476cfeb7008ad073129598310d904b9261f799e139a714	0.0 Unrecognized	29	1
87	[C;H0;D3;+0:3]1-[N;H0;D3;+0:4]-[c;H0;D3;+0:5]:[c;H0;D3;+0:6]-[CH;D3;+0:1]-[NH;D2;+0:2]-1>>[CH3;D1;+0:1].[NH2;D1;+0:2]-[C;H0;D3;+0:3]-[N;H0;D3;+0:4]-[c;H0;D3;+0:5]:[cH;D2;+0:6]	0304b0033a7a767901d1b9f33ddb890d727cd396dcd9a65e13ccdb7b9b876bc2	0.0 Unrecognized	4	1
88	[CH2;D2;+0:3]1-[CH;D3;+0:4]-[CH2;D2;+0:5]-[O;H0;D2;+0:6]-[CH;D3;+0:1]-[O;H0;D2;+0:2]-1>>C-C-O-[CH;D3;+0:1]-O-C-C.[OH;D1;+0:2]-[CH2;D2;+0:3]-[CH;D3;+0:4]-[CH2;D2;+0:5]-[OH;D1;+0:6]	033fcea0dc6ce84751f10ca58bde76e3d811590b10143827b53c8441fa24d08e	0.0 Unrecognized	10	1
89	[NH2;D1;+0:6]-[c;H0;D3;+0:5]1:[c;H0;D3;+0:4]:[c;H0;D3;+0:2](-[O;H0;D2;+0:3]):[n;H0;D2;+0:1]:[s;H0;D2;+0:7]:1>>[NH2;D1;+0:1]-[C;H0;D3;+0:2](-[O;H0;D2;+0:3])=[C;H0;D3;+0:4]-[C;H0;D3;+0:5](-[NH2;D1;+0:6])=[S;H0;D1;+0:7]	034871efb3c705ffcc8821927de4a7d3a90b78d80296adadd138c0401f605448	0.0 Unrecognized	3	1
90	[O;H0;D1;+0:2]=[C;H0;D3;+0:1]1-[C@H;D3;+0:3]-[N;H0;D3;+0:4]-[c;H0;D3;+0:5]:[c;H0;D3;+0:6]-[NH;D2;+0:7]-1>>C-O-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[C@@H;D3;+0:3]-[N;H0;D3;+0:4]-[c;H0;D3;+0:5]:[c;H0;D3;+0:6]-[N+;H0;D3:7](=O)-[O-]	034f1b3c2b83f89b6687aa96d841b2fdf1cd98fc069f525b82cba78bd3934be2	0.0 Unrecognized	46	1
91	[NH2;D1;+0:3]-[c;H0;D3;+0:4]1:[n;H0;D2;+0:5]:[c;H0;D3;+0:1]:[c;H0;D3;+0:2]:[s;H0;D2;+0:6]:1>>Cl-[CH;D3;+0:1]-Cl.O=[CH;D2;+0:2].[NH2;D1;+0:3]-[C;H0;D3;+0:4](-[NH2;D1;+0:5])=[S;H0;D1;+0:6]	036e35adba3fa7b5b3e77f93b3b6f22fb4eed513773dcd89a6bfcebb5f26be85	0.0 Unrecognized	7	1
92	[c;H0;D3;+0:2]-[c;H0;D3;+0:1]1:[cH;D2;+0:6]:[c;H0;D3;+0:5]:[n;H0;D3;+0:4]:[cH;D2;+0:3]:1>>O=[C;H0;D3;+0:1](-[c;H0;D3;+0:2])-[CH2;D2;+0:3]-[n+;H0;D3:4]:[c;H0;D3;+0:5]-[CH3;D1;+0:6]	036f697d1334cdd1ab55f3da01710fb94353a39d696d1b8f61c680e484737b08	0.0 Unrecognized	7	1
93	[NH;D2;+0:8]-[c;H0;D3;+0:7]1:[n;H0;D2;+0:6]:[c;H0;D3;+0:1](-[c;H0;D3;+0:2]):[c;H0;D3;+0:3](-[c;H0;D3;+0:4]:[n;H0;D2;+0:5]):[s;H0;D2;+0:9]:1>>O/[C;H0;D3;+0:1](-[c;H0;D3;+0:2])=[CH;D2;+0:3]/[c;H0;D3;+0:4]:[n;H0;D2;+0:5].[NH2;D1;+0:6]-[C;H0;D3;+0:7](-[NH;D2;+0:8])=[S;H0;D1;+0:9]	037cbc3c142a8d407c18ee7edd21b53db18ebd91b244156b02de751902b8a3f7	0.0 Unrecognized	3	1
94	[NH2;D1;+0:6]-[c;H0;D3;+0:7]1:[n;H0;D2;+0:9]:[c;H0;D3;+0:1](-[c;H0;D3;+0:2]):[c;H0;D3;+0:3]:[c;H0;D3;+0:4](-[c;H0;D3;+0:5]):[n;H0;D2;+0:8]:1>>O=[C;H0;D3;+0:1](-[c;H0;D3;+0:2])-[C;H0;D3;+0:3]=[CH;D2;+0:4]-[c;H0;D3;+0:5].[NH2;D1;+0:6]-[C;H0;D3;+0:7](-[NH2;D1;+0:8])=[NH;D1;+0:9]	03926dc9b2ef4014d83393a63a28d1d099781584860fdcef915d96f26ad4ed1f	0.0 Unrecognized	5	1
95	[N;H0;D3;+0:4]-[c;H0;D3;+0:3]1:[cH;D2;+0:2]:[c;H0;D3;+0:1]:[n;H0;D2;+0:5]:[n;H0;D3;+0:6]:1-[c;H0;D3;+0:7]>>O=[C;H0;D3;+0:1]-[CH2;D2;+0:2]-[C;H0;D3;+0:3](=S)-[N;H0;D3;+0:4].[NH2;D1;+0:5]-[NH;D2;+0:6]-[c;H0;D3;+0:7]	03a4f76eeae99522e09f76a95375781b4ebbd1ad7c448cd597e9f3ffc55643c2	0.0 Unrecognized	24	1
96	[CH2;D2;+0:2]1-[CH;D3;+0:1]-[NH;D2;+0:4]-[c;H0;D3;+0:5]:[c;H0;D3;+0:6]-[CH;D3;+0:3]-1>>O=[CH;D2;+0:1].[CH2;D1;+0:2]=[CH;D2;+0:3].[NH2;D1;+0:4]-[c;H0;D3;+0:5]:[cH;D2;+0:6]	03c4b96c4383c0694761f3290041a698e98d4551bf4f31d912c08b813c1cb687	0.0 Unrecognized	18	1
97	[c;H0;D3;+0:8]-[n;H0;D3;+0:7]1:[n;H0;D2;+0:6]:[c;H0;D3;+0:1]:[cH;D2;+0:2]:[c;H0;D3;+0:3]:1-[c;H0;D3;+0:4]:[n;H0;D2;+0:5]>>O=[C;H0;D3;+0:1]-[CH2;D2;+0:2]-[C;H0;D3;+0:3](=O)-[c;H0;D3;+0:4]:[n;H0;D2;+0:5].[NH2;D1;+0:6]-[NH;D2;+0:7]-[c;H0;D3;+0:8]	03cd291b455ccd4cfee35ba4353303310c3094d5028ec89dc97331bdd4545b9d	0.0 Unrecognized	32	1
98	[O;H0;D1;+0:4]=[C;H0;D3;+0:3]-[NH;D2;+0:2]-[c;H0;D3;+0:1]1:[n;H0;D2;+0:8]:[c;H0;D3;+0:7]:[c;H0;D3;+0:6]:[nH;D2;+0:5]:1>>Br-[C;H0;D2;+0:1]#[N;H0;D1;+0:2].O-[C;H0;D3;+0:3]=[O;H0;D1;+0:4].O=[N+;H0;D3:5](-[O-])-[c;H0;D3;+0:6]:[c;H0;D3;+0:7]-[N+;H0;D3:8](=O)-[O-]	03f320e00d30fc61bb1a08765c2fab5db62e00b5c745aafcdebfacc94b892678	0.0 Unrecognized	3	1
99	[c;H0;D3;+0:5]-[c;H0;D3;+0:4]1:[c;H0;D3;+0:3]:[cH;D2;+0:2]:[cH;D2;+0:1]:[n;H0;D3;+0:6]:1>>O=[CH;D2;+0:1]-[CH2;D2;+0:2]-[CH;D3;+0:3]-[C;H0;D3;+0:4](=O)-[c;H0;D3;+0:5].[NH2;D1;+0:6]	03f634bc6f0dc5214fc1eb59b66e24e7a653eaa752ca533f450dc63c592286b0	0.0 Unrecognized	37	1
100	[c;H0;D3;+0:6]-[n;H0;D3;+0:5]1:[c;H0;D3;+0:1]:[n;H0;D2;+0:2]:[n;H0;D2;+0:3]:[c;H0;D3;+0:4]:1>>Br-[C;H0;D3;+0:1]=O.[NH2;D1;+0:2]-[NH;D2;+0:3]-[C;H0;D3;+0:4]=[N;H0;D2;+0:5]-[c;H0;D3;+0:6]	03fdbd7d5ebf8b13cd4a597268c0d0a8a87da7349a4baf22a975e8ef9ba0f790	0.0 Unrecognized	6	1
101	[C;H0;D3;+0:6]1-[CH2;D2;+0:5]-[CH2;D2;+0:4]-[N;H0;D3;+0:3]-[c;H0;D3;+0:2]:[c;H0;D3;+0:1]-[N;H0;D3;+0:7]-1>>Br-[c;H0;D3;+0:1]:[c;H0;D3;+0:2]-[N;H0;D3;+0:3]-[CH2;D2;+0:4]-[CH2;D2;+0:5]-[C;H0;D3;+0:6]-[NH;D2;+0:7]	03ffc555022988c3b4006ab177baabdcc494304c9cf95ebb637130f44bf42f79	0.0 Unrecognized	10	1
102	[n;H0;D2;+0:2]:[c;H0;D3;+0:1]1:[c;H0;D3;+0:3]-[CH2;D2;+0:4]-[N;H0;D3;+0:5]-[CH2;D2;+0:6]-[C@@H;D3;+0:7]-[O;H0;D2;+0:8]-1>>Cl-[c;H0;D3;+0:1](:[n;H0;D2;+0:2]):[c;H0;D3;+0:3]-[CH2;D2;+0:4]-[N;H0;D3;+0:5]-[CH2;D2;+0:6]-[C@H;D3;+0:7]-[OH;D1;+0:8]	04005c68ea81e0bf9d2e4befbedff8c61043bb0efe119286137a7172f4a32301	0.0 Unrecognized	48	1
103	[CH2;D2;+0:3]1-[CH2;D2;+0:4]-[c;H0;D3;+0:5]:[c;H0;D3;+0:6]-[CH;D3;+0:1]-[NH;D2;+0:2]-1>>[CH;D2;+0:1]=[N;H0;D2;+0:2]-[CH2;D2;+0:3]-[CH2;D2;+0:4]-[c;H0;D3;+0:5]:[cH;D2;+0:6]	04011bf8d06a14754a436fbb683cec5b0403fe578e8e642d1bae7e53f1f3b6ea	0.0 Unrecognized	7	1
104	[CH2;D2;+0:1]1-[CH;D3;+0:2]-[O;H0;D2;+0:3]-1>>Cl-[CH2;D2;+0:1]-[C;H0;D3;+0:2]=[O;H0;D1;+0:3]	04033e076890736b5a329f6c269d670a9687068f7a90f63990cdb216b36e4055	0.0 Unrecognized	32	1
105	[c;H0;D3;+0:3]1:[c;H0;D3;+0:2]:[c;H0;D3;+0:1]:[c;H0;D3;+0:6]:[c;H0;D3;+0:5]:[c;H0;D3;+0:4]:1>>[cH;D2;+0:1]:[c;H0;D3;+0:2]-[c;H0;D3;+0:3]:[c;H0;D3;+0:4]-[c;H0;D3;+0:5]:[cH;D2;+0:6]	042fe34b2c0334c83be5f1090f63e445b30f23529f8713ca5a8b8c2f0008bcee	0.0 Unrecognized	14	1
106	[C@;H0;D4;+0:1]1-[C@H;D3;+0:2]-[CH2;D2;+0:3]-[S;H0;D2;+0:4]-[c;H0;D3;+0:5]:[c;H0;D3;+0:6]-1>>O-[C@@;H0;D4;+0:1]-[C@H;D3;+0:2]-[CH2;D2;+0:3]-[S;H0;D2;+0:4]-[c;H0;D3;+0:5]:[cH;D2;+0:6]	04372f45aafa2b626a7291ef55f525da42cb4bd34aa1ab759fe91419335e849d	0.0 Unrecognized	8	1
